# time,2 * ((attempt_loops + scan_loops) * LIMIT + total_attempts + total_scans)
234.5814452742581,1056
236,1082
237.3988840578352,1098
238.5814452742581,1116
240,1140
241.3988840578352,1152
242.5814452742581,1170
242.5814452742581,1170
244,1198
245.3988840578352,1214
246.5814452742581,1230
248,1254
248,1254
249.3988840578352,1276
250.6566383220051,1296
251.9999999999999,1320
253.3988840578351,1340
254.656638322005,1358
255.9999999999997,1384
256,1384
257.398884057835,1402
257.398884057835,1402
258.7410829852595,1422
258.7410829852595,1422
259.9999999999998,1454
260,1454
261.398884057835,1474
262.7410829852595,1498
263.9999999999998,1526
265.398884057835,1542
266.7410829852595,1568
267.9999999999998,1600
269.398884057835,1620
270.7410829852595,1646
272.0898958004921,1680
273.398884057835,1702
274.7410829852595,1730
276.0898958004921,1758
277.398884057835,1782
278.7410829852595,1808
280.0898958004921,1840
280.0898958004921,1840
281.398884057835,1864
282.7410829852595,1892
284.0898958004921,1922
285.398884057835,1946
286.7410829852595,1972
288.0898958004921,2012
289.398884057835,2038
290.7410829852595,2066
292.0898958004921,2104
293.398884057835,2130
294.7410829852595,2158
296.0898958004921,2192
296.0898958004921,2192
297.398884057835,2214
298.7410829852595,2244
300.0898958004921,2280
301.398884057835,2304
301.398884057835,2304
302.7410829852595,2330
302.7410829852595,2330
304.0898958004921,2370
305.398884057835,2396
306.7578493577565,2426
307.9999999999998,2456
309.398884057835,2478
310.7578493577565,2512
311.9999999999998,2548
313.398884057835,2570
314.7578493577565,2600
314.7578493577565,2600
315.9999999999998,2636
317.398884057835,2660
318.7578493577565,2692
319.9999999999998,2724
321.398884057835,2750
322.8135391170762,2786
323.9999999999998,2820
323.9999999999998,2820
325.398884057835,2850
326.8135391170762,2886
327.9999999999998,2922
329.398884057835,2948
330.8135391170762,2976
331.9999999999998,3014
333.398884057835,3046
334.8135391170762,3082
335.9999999999998,3122
337.398884057835,3152
338.8135391170762,3190
339.9999999999998,3224
340,3224
341.398884057835,3244
342.8135391170762,3282
342.8135391170762,3282
343.9999999999998,3318
345.398884057835,3346
345.398884057835,3346
346.8135391170761,3382
347.9999999999996,3424
349.3988840578348,3454
350.8135391170759,3492
351.9999999999994,3528
353.3988840578346,3560
354.8135391170757,3596
355.9999999999991,3638
357.3988840578343,3662
358.8135391170754,3702
358.8135391170754,3702
360.1702226689744,3748
361.581445274257,3778
362.9999999999987,3824
364.3988840578339,3860
365.813539117075,3900
367.170222668974,3944
368.5814452742566,3972
369.9999999999984,4024
371.3996216196836,4062
372.8135391170746,4100
374.1702226689736,4142
375.5814452742562,4184
376.999999999998,4232
378.3996216196832,4270
379.8135391170742,4312
381.1702226689732,4354
381.1702226689732,4354
382.5814452742558,4394
382.5814452742558,4394
383.9999999999976,4446
385.3996216196828,4478
386.8135391170738,4526
388.1702226689728,4566
389.5814452742554,4604
390.9999999999972,4662
392.3996216196824,4696
392.3996216196824,4696
393.8135391170734,4744
395.1702226689724,4794
396.581445274255,4830
397.9999999999968,4890
399.399621619682,4924
400.813539117073,4966
402.170222668972,5020
403.5814452742546,5054
404.9999999999964,5116
406.3996216196816,5162
407.8135391170727,5210
409.2139991748936,5262
410.6566383220013,5300
411.999999999996,5354
411.999999999996,5354
413.3996216196812,5400
414.8135391170723,5442
416.2139991748932,5494
417.6566383220008,5546
417.6566383220008,5546
419.0747331377283,5608
420.3996216196805,5652
421.8135391170715,5698
423.2139991748924,5750
424.656638322,5802
426.0747331377275,5854
427.3996216196797,5896
428.8135391170707,5954
430.2139991748916,6014
431.6566383219992,6060
433.0747331377267,6120
434.3996216196789,6162
435.8135391170699,6212
435.8135391170699,6212
437.2139991748908,6274
438.6566383219984,6316
440.0747331377259,6382
441.3996216196781,6432
442.8135391170691,6480
444.21399917489,6544
445.6566383219976,6588
447.0747331377251,6656
448.3996216196773,6710
449.8135391170683,6760
451.2139991748892,6820
452.6566383219968,6872
454.0747331377243,6936
455.3996216196765,6990
456.8135391170675,7042
458.2139991748884,7100
458.2139991748884,7100
459.656638321996,7158
461.0747331377235,7230
462.3996216196757,7282
463.8135391170667,7338
465.2139991748876,7400
466.6566383219952,7454
466.6566383219952,7454
468.0747331377227,7524
469.3996216196749,7576
470.8135391170659,7636
472.2139991748869,7704
473.6566383219945,7758
475.0747331377221,7832
476.3996216196744,7882
477.8135391170655,7948
479.2139991748865,8012
480.6566383219941,8066
482.0747331377218,8138
482.0747331377218,8138
483.399621619674,8196
484.8135391170651,8266
486.2139991748861,8332
487.6566383219937,8386
489.0747331377214,8460
490.3996216196736,8518
491.8135391170647,8586
493.2139991748857,8650
493.2139991748857,8650
494.6566383219933,8708
496.074733137721,8794
497.3996216196732,8852
498.8135391170644,8918
500.2139991748853,8984
501.6566383219929,9044
503.0747331377206,9130
504.3996216196728,9188
505.813539117064,9258
507.2139991748849,9328
508.6566383219925,9388
510.0747331377202,9470
511.3996216196724,9530
512.8135391170636,9604
512.8135391170636,9604
514.2139991748849,9678
515.6566383219927,9736
517.0747331377206,9824
518.3996216196731,9882
519.8135391170644,9952
521.2139991748857,10030
522.6566383219935,10090
524.0747331377214,10178
525.3996216196739,10242
526.8135391170651,10314
528.2139991748865,10396
529.6566383219943,10462
531.0747331377222,10540
532.3996216196747,10610
532.3996216196747,10610
533.8135391170659,10688
535.2139991748872,10760
536.656638321995,10832
538.074733137723,10910
538.074733137723,10910
539.3996216196755,10982
540.8135391170667,11058
542.213999174888,11136
543.6566383219958,11202
543.6566383219958,11202
545.0747331377238,11298
546.3996216196763,11360
547.8135391170675,11446
549.2139991748888,11516
550.6566383219966,11590
552.0747331377246,11680
553.3996216196771,11744
554.8135391170683,11818
556.2139991748896,11902
557.6566383219974,11968
559.0747331377254,12070
560.3996216196779,12132
561.8135391170691,12222
563.2139991748904,12302
564.6566383219982,12368
566.0747331377262,12458
567.3996216196787,12528
568.8135391170699,12604
570.2505698447695,12692
570.2505698447695,12692
571.7022667039191,12760
573.1461304748358,12868
574.5814452742522,12944
576.0372238660742,13040
577.3996216196798,13110
578.8135391170711,13192
578.8135391170711,13192
580.2505698447707,13284
581.7022667039203,13362
583.1461304748369,13460
584.5814452742534,13534
584.5814452742534,13534
586.0372238660754,13636
587.3996216196809,13710
587.3996216196809,13710
